cod_ibge_7,uf,regiao,cod_uf,cod_municipio,nome_municipio,nome_municipio_norm,populacao_estimada_int,porte_municipio,observacao
2505709,PB,Nordeste,25,05709,Dona Inês,dona ines,10638,pequeno_10k_50k,
2505808,PB,Nordeste,25,05808,Duas Estradas,duas estradas,3360,muito_pequeno_ate_10k,
2505907,PB,Nordeste,25,05907,Emas,emas,3036,muito_pequeno_ate_10k,
2506004,PB,Nordeste,25,06004,Esperança,esperanca,32599,pequeno_10k_50k,
2506103,PB,Nordeste,25,06103,Fagundes,fagundes,11307,pequeno_10k_50k,
2506202,PB,Nordeste,25,06202,Frei Martinho,frei martinho,2911,muito_pequeno_ate_10k,
2506251,PB,Nordeste,25,06251,Gado Bravo,gado bravo,8398,muito_pequeno_ate_10k,
2506301,PB,Nordeste,25,06301,Guarabira,guarabira,60057,medio_50k_100k,
2506400,PB,Nordeste,25,06400,Gurinhém,gurinhem,14141,pequeno_10k_50k,
2506509,PB,Nordeste,25,06509,Gurjão,gurjao,3352,muito_pequeno_ate_10k,
2506608,PB,Nordeste,25,06608,Ibiara,ibiara,5713,muito_pequeno_ate_10k,
2506707,PB,Nordeste,25,06707,Imaculada,imaculada,10497,pequeno_10k_50k,
2506806,PB,Nordeste,25,06806,Ingá,inga,18234,pequeno_10k_50k,
2506905,PB,Nordeste,25,06905,Itabaiana,itabaiana,23558,pequeno_10k_50k,
2507002,PB,Nordeste,25,07002,Itaporanga,itaporanga,24766,pequeno_10k_50k,
2507101,PB,Nordeste,25,07101,Itapororoca,itapororoca,19165,pequeno_10k_50k,
2507200,PB,Nordeste,25,07200,Itatuba,itatuba,10840,pequeno_10k_50k,
2507309,PB,Nordeste,25,07309,Jacaraú,jacarau,14969,pequeno_10k_50k,
2507408,PB,Nordeste,25,07408,Jericó,jerico,7728,muito_pequeno_ate_10k,
2507507,PB,Nordeste,25,07507,João Pessoa,joao pessoa,897633,grande_acima_100k,
2507606,PB,Nordeste,25,07606,Juarez Távora,juarez tavora,8088,muito_pequeno_ate_10k,
2507705,PB,Nordeste,25,07705,Juazeirinho,juazeirinho,17520,pequeno_10k_50k,
2507804,PB,Nordeste,25,07804,Junco do Seridó,junco do serido,7019,muito_pequeno_ate_10k,
2507903,PB,Nordeste,25,07903,Juripiranga,juripiranga,10255,pequeno_10k_50k,
2508000,PB,Nordeste,25,08000,Juru,juru,9380,muito_pequeno_ate_10k,
2508109,PB,Nordeste,25,08109,Lagoa,lagoa,4489,muito_pequeno_ate_10k,
2508208,PB,Nordeste,25,08208,Lagoa de Dentro,lagoa de dentro,8123,muito_pequeno_ate_10k,
2508307,PB,Nordeste,25,08307,Lagoa Seca,lagoa seca,29209,pequeno_10k_50k,
2508406,PB,Nordeste,25,08406,Lastro,lastro,3316,muito_pequeno_ate_10k,
2508505,PB,Nordeste,25,08505,Livramento,livramento,7041,muito_pequeno_ate_10k,
2508554,PB,Nordeste,25,08554,Logradouro,logradouro,5107,muito_pequeno_ate_10k,
2508604,PB,Nordeste,25,08604,Lucena,lucena,13088,pequeno_10k_50k,
2508703,PB,Nordeste,25,08703,Mãe d'Água,mae d'agua,3599,muito_pequeno_ate_10k,
2508802,PB,Nordeste,25,08802,Malta,malta,6288,muito_pequeno_ate_10k,
2508901,PB,Nordeste,25,08901,Mamanguape,mamanguape,46966,pequeno_10k_50k,
2509008,PB,Nordeste,25,09008,Manaíra,manaira,10699,pequeno_10k_50k,
2509057,PB,Nordeste,25,09057,Marcação,marcacao,9537,muito_pequeno_ate_10k,
2509107,PB,Nordeste,25,09107,Mari,mari,22170,pequeno_10k_50k,
2509156,PB,Nordeste,25,09156,Marizópolis,marizopolis,7001,muito_pequeno_ate_10k,
2509206,PB,Nordeste,25,09206,Massaranduba,massaranduba,14756,pequeno_10k_50k,
2509305,PB,Nordeste,25,09305,Mataraca,mataraca,8650,muito_pequeno_ate_10k,
2509339,PB,Nordeste,25,09339,Matinhas,matinhas,4759,muito_pequeno_ate_10k,
2509370,PB,Nordeste,25,09370,Mato Grosso,mato grosso,2584,muito_pequeno_ate_10k,
2509396,PB,Nordeste,25,09396,Maturéia,matureia,6717,muito_pequeno_ate_10k,
2509404,PB,Nordeste,25,09404,Mogeiro,mogeiro,14435,pequeno_10k_50k,
2509503,PB,Nordeste,25,09503,Montadas,montadas,6144,muito_pequeno_ate_10k,
2509602,PB,Nordeste,25,09602,Monte Horebe,monte horebe,4429,muito_pequeno_ate_10k,
2509701,PB,Nordeste,25,09701,Monteiro,monteiro,33886,pequeno_10k_50k,
2509800,PB,Nordeste,25,09800,Mulungu,mulungu,8909,muito_pequeno_ate_10k,
2509909,PB,Nordeste,25,09909,Natuba,natuba,8935,muito_pequeno_ate_10k,
2510006,PB,Nordeste,25,10006,Nazarezinho,nazarezinho,7394,muito_pequeno_ate_10k,
2510105,PB,Nordeste,25,10105,Nova Floresta,nova floresta,9840,muito_pequeno_ate_10k,
2510204,PB,Nordeste,25,10204,Nova Olinda,nova olinda,5897,muito_pequeno_ate_10k,
2510303,PB,Nordeste,25,10303,Nova Palmeira,nova palmeira,4359,muito_pequeno_ate_10k,
2510402,PB,Nordeste,25,10402,Olho d'Água,olho d'agua,6059,muito_pequeno_ate_10k,
2510501,PB,Nordeste,25,10501,Olivedos,olivedos,3675,muito_pequeno_ate_10k,
2510600,PB,Nordeste,25,10600,Ouro Velho,ouro velho,3000,muito_pequeno_ate_10k,
2510659,PB,Nordeste,25,10659,Parari,parari,1745,muito_pequeno_ate_10k,
2510709,PB,Nordeste,25,10709,Passagem,passagem,2580,muito_pequeno_ate_10k,
2510808,PB,Nordeste,25,10808,Patos,patos,108104,grande_acima_100k,
2510907,PB,Nordeste,25,10907,Paulista,paulista,12172,pequeno_10k_50k,
2511004,PB,Nordeste,25,11004,Pedra Branca,pedra branca,3851,muito_pequeno_ate_10k,
2511103,PB,Nordeste,25,11103,Pedra Lavrada,pedra lavrada,6980,muito_pequeno_ate_10k,
2511202,PB,Nordeste,25,11202,Pedras de Fogo,pedras de fogo,31356,pequeno_10k_50k,
2511301,PB,Nordeste,25,11301,Piancó,pianco,17088,pequeno_10k_50k,
2511400,PB,Nordeste,25,11400,Picuí,picui,18862,pequeno_10k_50k,
2511509,PB,Nordeste,25,11509,Pilar,pilar,12889,pequeno_10k_50k,
2511608,PB,Nordeste,25,11608,Pilões,piloes,6974,muito_pequeno_ate_10k,
2511707,PB,Nordeste,25,11707,Pilõezinhos,piloezinhos,5539,muito_pequeno_ate_10k,
2511806,PB,Nordeste,25,11806,Pirpirituba,pirpirituba,9411,muito_pequeno_ate_10k,
2511905,PB,Nordeste,25,11905,Pitimbu,pitimbu,17166,pequeno_10k_50k,
2512002,PB,Nordeste,25,12002,Pocinhos,pocinhos,18038,pequeno_10k_50k,
2512036,PB,Nordeste,25,12036,Poço Dantas,poco dantas,3934,muito_pequeno_ate_10k,
2512077,PB,Nordeste,25,12077,Poço de José de Moura,poco de jose de moura,4126,muito_pequeno_ate_10k,
2512101,PB,Nordeste,25,12101,Pombal,pombal,33866,pequeno_10k_50k,
2512200,PB,Nordeste,25,12200,Prata,prata,4032,muito_pequeno_ate_10k,
2512309,PB,Nordeste,25,12309,Princesa Isabel,princesa isabel,21674,pequeno_10k_50k,
2512408,PB,Nordeste,25,12408,Puxinanã,puxinana,14942,pequeno_10k_50k,
2512507,PB,Nordeste,25,12507,Queimadas,queimadas,50698,medio_50k_100k,
2512606,PB,Nordeste,25,12606,Quixaba,quixaba,1803,muito_pequeno_ate_10k,
2512705,PB,Nordeste,25,12705,Remígio,remigio,18399,pequeno_10k_50k,
2512721,PB,Nordeste,25,12721,Pedro Régis,pedro regis,5932,muito_pequeno_ate_10k,
2512747,PB,Nordeste,25,12747,Riachão,riachao,2945,muito_pequeno_ate_10k,
2512754,PB,Nordeste,25,12754,Riachão do Bacamarte,riachao do bacamarte,4911,muito_pequeno_ate_10k,
2512762,PB,Nordeste,25,12762,Riachão do Poço,riachao do poco,4989,muito_pequeno_ate_10k,
2512788,PB,Nordeste,25,12788,Riacho de Santo Antônio,riacho de santo antonio,2063,muito_pequeno_ate_10k,
2512804,PB,Nordeste,25,12804,Riacho dos Cavalos,riacho dos cavalos,8788,muito_pequeno_ate_10k,
2512903,PB,Nordeste,25,12903,Rio Tinto,rio tinto,25500,pequeno_10k_50k,
2513000,PB,Nordeste,25,13000,Salgadinho,salgadinho,3435,muito_pequeno_ate_10k,
2513109,PB,Nordeste,25,13109,Salgado de São Félix,salgado de sao felix,11741,pequeno_10k_50k,
2513158,PB,Nordeste,25,13158,Santa Cecília,santa cecilia,8113,muito_pequeno_ate_10k,
2513208,PB,Nordeste,25,13208,Santa Cruz,santa cruz,6013,muito_pequeno_ate_10k,
2513307,PB,Nordeste,25,13307,Santa Helena,santa helena,6023,muito_pequeno_ate_10k,
2513356,PB,Nordeste,25,13356,Santa Inês,santa ines,3256,muito_pequeno_ate_10k,
2513406,PB,Nordeste,25,13406,Santa Luzia,santa luzia,15418,pequeno_10k_50k,
2513505,PB,Nordeste,25,13505,Santana de Mangueira,santana de mangueira,5090,muito_pequeno_ate_10k,
2513604,PB,Nordeste,25,13604,Santana dos Garrotes,santana dos garrotes,6618,muito_pequeno_ate_10k,
2513653,PB,Nordeste,25,13653,Joca Claudino,joca claudino,2607,muito_pequeno_ate_10k,
2513703,PB,Nordeste,25,13703,Santa Rita,santa rita,160852,grande_acima_100k,
2513802,PB,Nordeste,25,13802,Santa Teresinha,santa teresinha,4492,muito_pequeno_ate_10k,
2513851,PB,Nordeste,25,13851,Santo André,santo andre,2708,muito_pequeno_ate_10k,
2513901,PB,Nordeste,25,13901,São Bento,sao bento,33845,pequeno_10k_50k,
2513927,PB,Nordeste,25,13927,São Bentinho,sao bentinho,4490,muito_pequeno_ate_10k,
2513943,PB,Nordeste,25,13943,São Domingos do Cariri,sao domingos do cariri,2688,muito_pequeno_ate_10k,
2513968,PB,Nordeste,25,13968,São Domingos,sao domingos,2624,muito_pequeno_ate_10k,
2513984,PB,Nordeste,25,13984,São Francisco,sao francisco,3176,muito_pequeno_ate_10k,
2514008,PB,Nordeste,25,14008,São João do Cariri,sao joao do cariri,4345,muito_pequeno_ate_10k,
2514107,PB,Nordeste,25,14107,São João do Tigre,sao joao do tigre,4359,muito_pequeno_ate_10k,
2514206,PB,Nordeste,25,14206,São José da Lagoa Tapada,sao jose da lagoa tapada,7251,muito_pequeno_ate_10k,
2514305,PB,Nordeste,25,14305,São José de Caiana,sao jose de caiana,4966,muito_pequeno_ate_10k,
2514404,PB,Nordeste,25,14404,São José de Espinharas,sao jose de espinharas,4056,muito_pequeno_ate_10k,
2514453,PB,Nordeste,25,14453,São José dos Ramos,sao jose dos ramos,6137,muito_pequeno_ate_10k,
2514503,PB,Nordeste,25,14503,São José de Piranhas,sao jose de piranhas,19561,pequeno_10k_50k,
2514552,PB,Nordeste,25,14552,São José de Princesa,sao jose de princesa,3323,muito_pequeno_ate_10k,
2514602,PB,Nordeste,25,14602,São José do Bonfim,sao jose do bonfim,3337,muito_pequeno_ate_10k,
2514651,PB,Nordeste,25,14651,São José do Brejo do Cruz,sao jose do brejo do cruz,1750,muito_pequeno_ate_10k,
2514701,PB,Nordeste,25,14701,São José do Sabugi,sao jose do sabugi,4283,muito_pequeno_ate_10k,
2514800,PB,Nordeste,25,14800,São José dos Cordeiros,sao jose dos cordeiros,3462,muito_pequeno_ate_10k,
2514909,PB,Nordeste,25,14909,São Mamede,sao mamede,7629,muito_pequeno_ate_10k,
2515005,PB,Nordeste,25,15005,São Miguel de Taipu,sao miguel de taipu,7307,muito_pequeno_ate_10k,
2515104,PB,Nordeste,25,15104,São Sebastião de Lagoa de Roça,sao sebastiao de lagoa de roca,11387,pequeno_10k_50k,
2515203,PB,Nordeste,25,15203,São Sebastião do Umbuzeiro,sao sebastiao do umbuzeiro,3382,muito_pequeno_ate_10k,
2515302,PB,Nordeste,25,15302,Sapé,sape,53457,medio_50k_100k,
2515401,PB,Nordeste,25,15401,São Vicente do Seridó,sao vicente do serido,10652,pequeno_10k_50k,
2515500,PB,Nordeste,25,15500,Serra Branca,serra branca,14131,pequeno_10k_50k,
2515609,PB,Nordeste,25,15609,Serra da Raiz,serra da raiz,3156,muito_pequeno_ate_10k,
2515708,PB,Nordeste,25,15708,Serra Grande,serra grande,3056,muito_pequeno_ate_10k,
2515807,PB,Nordeste,25,15807,Serra Redonda,serra redonda,6975,muito_pequeno_ate_10k,
2515906,PB,Nordeste,25,15906,Serraria,serraria,4754,muito_pequeno_ate_10k,
2515930,PB,Nordeste,25,15930,Sertãozinho,sertaozinho,5332,muito_pequeno_ate_10k,
2515971,PB,Nordeste,25,15971,Sobrado,sobrado,8646,muito_pequeno_ate_10k,
2516003,PB,Nordeste,25,16003,Solânea,solanea,27748,pequeno_10k_50k,
2516102,PB,Nordeste,25,16102,Soledade,soledade,14409,pequeno_10k_50k,
2516151,PB,Nordeste,25,16151,Sossêgo,sossego,3476,muito_pequeno_ate_10k,
2516201,PB,Nordeste,25,16201,Sousa,sousa,70066,medio_50k_100k,
2516300,PB,Nordeste,25,16300,Sumé,sume,17852,pequeno_10k_50k,
2516409,PB,Nordeste,25,16409,Tacima,tacima,7794,muito_pequeno_ate_10k,
2516508,PB,Nordeste,25,16508,Taperoá,taperoa,14358,pequeno_10k_50k,
2516607,PB,Nordeste,25,16607,Tavares,tavares,14473,pequeno_10k_50k,
2516706,PB,Nordeste,25,16706,Teixeira,teixeira,15129,pequeno_10k_50k,
2516755,PB,Nordeste,25,16755,Tenório,tenorio,3082,muito_pequeno_ate_10k,
2516805,PB,Nordeste,25,16805,Triunfo,triunfo,10315,pequeno_10k_50k,
2516904,PB,Nordeste,25,16904,Uiraúna,uirauna,15431,pequeno_10k_50k,
2517001,PB,Nordeste,25,17001,Umbuzeiro,umbuzeiro,9274,muito_pequeno_ate_10k,
2517100,PB,Nordeste,25,17100,Várzea,varzea,2777,muito_pequeno_ate_10k,
2517209,PB,Nordeste,25,17209,Vieirópolis,vieiropolis,4967,muito_pequeno_ate_10k,
2517407,PB,Nordeste,25,17407,Zabelê,zabele,2323,muito_pequeno_ate_10k,
2600054,PE,Nordeste,26,00054,Abreu e Lima,abreu e lima,104248,grande_acima_100k,
2600104,PE,Nordeste,26,00104,Afogados da Ingazeira,afogados da ingazeira,42672,pequeno_10k_50k,
2600203,PE,Nordeste,26,00203,Afrânio,afranio,19409,pequeno_10k_50k,
2600302,PE,Nordeste,26,00302,Agrestina,agrestina,24680,pequeno_10k_50k,
2600401,PE,Nordeste,26,00401,Água Preta,agua preta,26981,pequeno_10k_50k,
2600500,PE,Nordeste,26,00500,Águas Belas,aguas belas,43822,pequeno_10k_50k,
2600609,PE,Nordeste,26,00609,Alagoinha,alagoinha,14460,pequeno_10k_50k,
2600708,PE,Nordeste,26,00708,Aliança,alianca,37349,pequeno_10k_50k,
2600807,PE,Nordeste,26,00807,Altinho,altinho,21134,pequeno_10k_50k,
2600906,PE,Nordeste,26,00906,Amaraji,amaraji,18335,pequeno_10k_50k,
2601003,PE,Nordeste,26,01003,Angelim,angelim,10591,pequeno_10k_50k,
2601052,PE,Nordeste,26,01052,Araçoiaba,aracoiaba,19996,pequeno_10k_50k,
2601102,PE,Nordeste,26,01102,Araripina,araripina,90504,medio_50k_100k,
2601201,PE,Nordeste,26,01201,Arcoverde,arcoverde,82487,medio_50k_100k,
2601300,PE,Nordeste,26,01300,Barra de Guabiraba,barra de guabiraba,12601,pequeno_10k_50k,
2601409,PE,Nordeste,26,01409,Barreiros,barreiros,42083,pequeno_10k_50k,
2601508,PE,Nordeste,26,01508,Belém de Maria,belem de maria,10798,pequeno_10k_50k,
2601607,PE,Nordeste,26,01607,Belém do São Francisco,belem do sao francisco,18648,pequeno_10k_50k,
2601706,PE,Nordeste,26,01706,Belo Jardim,belo jardim,84033,medio_50k_100k,
2601805,PE,Nordeste,26,01805,Betânia,betania,11961,pequeno_10k_50k,
2601904,PE,Nordeste,26,01904,Bezerros,bezerros,65007,medio_50k_100k,
2602001,PE,Nordeste,26,02001,Bodocó,bodoco,36145,pequeno_10k_50k,
2602100,PE,Nordeste,26,02100,Bom Conselho,bom conselho,46202,pequeno_10k_50k,
2602209,PE,Nordeste,26,02209,Bom Jardim,bom jardim,39289,pequeno_10k_50k,
2602308,PE,Nordeste,26,02308,Bonito,bonito,39212,pequeno_10k_50k,
2602407,PE,Nordeste,26,02407,Brejão,brejao,9417,muito_pequeno_ate_10k,
2602506,PE,Nordeste,26,02506,Brejinho,brejinho,8033,muito_pequeno_ate_10k,
2602605,PE,Nordeste,26,02605,Brejo da Madre de Deus,brejo da madre de deus,51308,medio_50k_100k,
2602704,PE,Nordeste,26,02704,Buenos Aires,buenos aires,13276,pequeno_10k_50k,
2602803,PE,Nordeste,26,02803,Buíque,buique,53489,medio_50k_100k,
2602902,PE,Nordeste,26,02902,Cabo de Santo Agostinho,cabo de santo agostinho,218049,grande_acima_100k,
2603009,PE,Nordeste,26,03009,Cabrobó,cabrobo,31762,pequeno_10k_50k,
2603108,PE,Nordeste,26,03108,Cachoeirinha,cachoeirinha,20673,pequeno_10k_50k,
2603207,PE,Nordeste,26,03207,Caetés,caetes,30571,pequeno_10k_50k,
2603306,PE,Nordeste,26,03306,Calçado,calcado,11453,pequeno_10k_50k,
2603405,PE,Nordeste,26,03405,Calumbi,calumbi,5354,muito_pequeno_ate_10k,
2603454,PE,Nordeste,26,03454,Camaragibe,camaragibe,156112,grande_acima_100k,
2603504,PE,Nordeste,26,03504,Camocim de São Félix,camocim de sao felix,18018,pequeno_10k_50k,
2603603,PE,Nordeste,26,03603,Camutanga,camutanga,7962,muito_pequeno_ate_10k,
2603702,PE,Nordeste,26,03702,Canhotinho,canhotinho,25103,pequeno_10k_50k,
2603801,PE,Nordeste,26,03801,Capoeiras,capoeiras,18854,pequeno_10k_50k,
2603900,PE,Nordeste,26,03900,Carnaíba,carnaiba,19533,pequeno_10k_50k,
2603926,PE,Nordeste,26,03926,Carnaubeira da Penha,carnaubeira da penha,12712,pequeno_10k_50k,
2604007,PE,Nordeste,26,04007,Carpina,carpina,83482,medio_50k_100k,
2604106,PE,Nordeste,26,04106,Caruaru,caruaru,405408,grande_acima_100k,
2604155,PE,Nordeste,26,04155,Casinhas,casinhas,13468,pequeno_10k_50k,
2604205,PE,Nordeste,26,04205,Catende,catende,33086,pequeno_10k_50k,
2604304,PE,Nordeste,26,04304,Cedro,cedro,10843,pequeno_10k_50k,
2604403,PE,Nordeste,26,04403,Chã de Alegria,cha de alegria,13496,pequeno_10k_50k,
2604502,PE,Nordeste,26,04502,Chã Grande,cha grande,21258,pequeno_10k_50k,
2604601,PE,Nordeste,26,04601,Condado,condado,25416,pequeno_10k_50k,
2604700,PE,Nordeste,26,04700,Correntes,correntes,17670,pequeno_10k_50k,
2604809,PE,Nordeste,26,04809,Cortês,cortes,10426,pequeno_10k_50k,
2604908,PE,Nordeste,26,04908,Cumaru,cumaru,16215,pequeno_10k_50k,
2605004,PE,Nordeste,26,05004,Cupira,cupira,24343,pequeno_10k_50k,
2605103,PE,Nordeste,26,05103,Custódia,custodia,39609,pequeno_10k_50k,
2605152,PE,Nordeste,26,05152,Dormentes,dormentes,17850,pequeno_10k_50k,
2605202,PE,Nordeste,26,05202,Escada,escada,62174,medio_50k_100k,
2605301,PE,Nordeste,26,05301,Exu,exu,33486,pequeno_10k_50k,
2605400,PE,Nordeste,26,05400,Feira Nova,feira nova,22222,pequeno_10k_50k,
2605459,PE,Nordeste,26,05459,Fernando de Noronha,fernando de noronha,3341,muito_pequeno_ate_10k,
2605509,PE,Nordeste,26,05509,Ferreiros,ferreiros,15955,pequeno_10k_50k,
2605608,PE,Nordeste,26,05608,Flores,flores,20776,pequeno_10k_50k,
2605707,PE,Nordeste,26,05707,Floresta,floresta,31702,pequeno_10k_50k,
2605806,PE,Nordeste,26,05806,Frei Miguelinho,frei miguelinho,14055,pequeno_10k_50k,
2605905,PE,Nordeste,26,05905,Gameleira,gameleira,17583,pequeno_10k_50k,
2606002,PE,Nordeste,26,06002,Garanhuns,garanhuns,151803,grande_acima_100k,
2606101,PE,Nordeste,26,06101,Glória do Goitá,gloria do goita,30420,pequeno_10k_50k,
2606200,PE,Nordeste,26,06200,Goiana,goiana,85497,medio_50k_100k,
2606309,PE,Nordeste,26,06309,Granito,granito,7217,muito_pequeno_ate_10k,
2606408,PE,Nordeste,26,06408,Gravatá,gravata,92429,medio_50k_100k,
2606507,PE,Nordeste,26,06507,Iati,iati,17570,pequeno_10k_50k,
2606606,PE,Nordeste,26,06606,Ibimirim,ibimirim,28825,pequeno_10k_50k,
2606705,PE,Nordeste,26,06705,Ibirajuba,ibirajuba,7334,muito_pequeno_ate_10k,
2606804,PE,Nordeste,26,06804,Igarassu,igarassu,123017,grande_acima_100k,
2606903,PE,Nordeste,26,06903,Iguaracy,iguaracy,11347,pequeno_10k_50k,
2607000,PE,Nordeste,26,07000,Inajá,inaja,27758,pequeno_10k_50k,
2607109,PE,Nordeste,26,07109,Ingazeira,ingazeira,4975,muito_pequeno_ate_10k,
2607208,PE,Nordeste,26,07208,Ipojuca,ipojuca,106539,grande_acima_100k,
2607307,PE,Nordeste,26,07307,Ipubi,ipubi,30720,pequeno_10k_50k,
2607406,PE,Nordeste,26,07406,Itacuruba,itacuruba,4491,muito_pequeno_ate_10k,
2607505,PE,Nordeste,26,07505,Itaíba,itaiba,33995,pequeno_10k_50k,
2607604,PE,Nordeste,26,07604,Ilha de Itamaracá,ilha de itamaraca,25658,pequeno_10k_50k,
2607653,PE,Nordeste,26,07653,Itambé,itambe,36652,pequeno_10k_50k,
2607703,PE,Nordeste,26,07703,Itapetim,itapetim,14236,pequeno_10k_50k,
2607752,PE,Nordeste,26,07752,Itapissuma,itapissuma,29669,pequeno_10k_50k,
2607802,PE,Nordeste,26,07802,Itaquitinga,itaquitinga,17142,pequeno_10k_50k,
2607901,PE,Nordeste,26,07901,Jaboatão dos Guararapes,jaboatao dos guararapes,684293,grande_acima_100k,
2607950,PE,Nordeste,26,07950,Jaqueira,jaqueira,10440,pequeno_10k_50k,
2608008,PE,Nordeste,26,08008,Jataúba,jatauba,16328,pequeno_10k_50k,
2608057,PE,Nordeste,26,08057,Jatobá,jatoba,14477,pequeno_10k_50k,
2608107,PE,Nordeste,26,08107,João Alfredo,joao alfredo,28842,pequeno_10k_50k,
2608206,PE,Nordeste,26,08206,Joaquim Nabuco,joaquim nabuco,13416,pequeno_10k_50k,
2608255,PE,Nordeste,26,08255,Jucati,jucati,12023,pequeno_10k_50k,
2608305,PE,Nordeste,26,08305,Jupi,jupi,16022,pequeno_10k_50k,
2608404,PE,Nordeste,26,08404,Jurema,jurema,14002,pequeno_10k_50k,
2608453,PE,Nordeste,26,08453,Lagoa do Carro,lagoa do carro,18804,pequeno_10k_50k,
2608503,PE,Nordeste,26,08503,Lagoa de Itaenga,lagoa de itaenga,19863,pequeno_10k_50k,
2608602,PE,Nordeste,26,08602,Lagoa do Ouro,lagoa do ouro,12367,pequeno_10k_50k,
2608701,PE,Nordeste,26,08701,Lagoa dos Gatos,lagoa dos gatos,14333,pequeno_10k_50k,
2608750,PE,Nordeste,26,08750,Lagoa Grande,lagoa grande,24951,pequeno_10k_50k,
2608800,PE,Nordeste,26,08800,Lajedo,lajedo,41960,pequeno_10k_50k,
2608909,PE,Nordeste,26,08909,Limoeiro,limoeiro,59236,medio_50k_100k,
2609006,PE,Nordeste,26,09006,Macaparana,macaparana,24642,pequeno_10k_50k,
2609105,PE,Nordeste,26,09105,Machados,machados,11387,pequeno_10k_50k,
2609154,PE,Nordeste,26,09154,Manari,manari,27046,pequeno_10k_50k,
2609204,PE,Nordeste,26,09204,Maraial,maraial,9322,muito_pequeno_ate_10k,
2609303,PE,Nordeste,26,09303,Mirandiba,mirandiba,14605,pequeno_10k_50k,
2609402,PE,Nordeste,26,09402,Moreno,moreno,57654,medio_50k_100k,
2609501,PE,Nordeste,26,09501,Nazaré da Mata,nazare da mata,32187,pequeno_10k_50k,
2609600,PE,Nordeste,26,09600,Olinda,olinda,364717,grande_acima_100k,
2609709,PE,Nordeste,26,09709,Orobó,orobo,22412,pequeno_10k_50k,
2609808,PE,Nordeste,26,09808,Orocó,oroco,14129,pequeno_10k_50k,
2609907,PE,Nordeste,26,09907,Ouricuri,ouricuri,68489,medio_50k_100k,
2610004,PE,Nordeste,26,10004,Palmares,palmares,56475,medio_50k_100k,
2610103,PE,Nordeste,26,10103,Palmeirina,palmeirina,7104,muito_pequeno_ate_10k,
2610202,PE,Nordeste,26,10202,Panelas,panelas,23337,pequeno_10k_50k,
2610301,PE,Nordeste,26,10301,Paranatama,paranatama,12778,pequeno_10k_50k,
2610400,PE,Nordeste,26,10400,Parnamirim,parnamirim,18960,pequeno_10k_50k,
2610509,PE,Nordeste,26,10509,Passira,passira,29744,pequeno_10k_50k,
2610608,PE,Nordeste,26,10608,Paudalho,paudalho,59924,medio_50k_100k,
2610707,PE,Nordeste,26,10707,Paulista,paulista,365144,grande_acima_100k,
2610806,PE,Nordeste,26,10806,Pedra,pedra,23671,pequeno_10k_50k,
2610905,PE,Nordeste,26,10905,Pesqueira,pesqueira,65481,medio_50k_100k,
2611002,PE,Nordeste,26,11002,Petrolândia,petrolandia,36104,pequeno_10k_50k,
2611101,PE,Nordeste,26,11101,Petrolina,petrolina,418444,grande_acima_100k,
2611200,PE,Nordeste,26,11200,Poção,pocao,10792,pequeno_10k_50k,
2611309,PE,Nordeste,26,11309,Pombos,pombos,26942,pequeno_10k_50k,
2611408,PE,Nordeste,26,11408,Primavera,primavera,14380,pequeno_10k_50k,
2611507,PE,Nordeste,26,11507,Quipapá,quipapa,17731,pequeno_10k_50k,
2611533,PE,Nordeste,26,11533,Quixaba,quixaba,6753,muito_pequeno_ate_10k,
2611606,PE,Nordeste,26,11606,Recife,recife,1588376,grande_acima_100k,
2611705,PE,Nordeste,26,11705,Riacho das Almas,riacho das almas,21490,pequeno_10k_50k,
2611804,PE,Nordeste,26,11804,Ribeirão,ribeirao,33843,pequeno_10k_50k,
2611903,PE,Nordeste,26,11903,Rio Formoso,rio formoso,20388,pequeno_10k_50k,
2612000,PE,Nordeste,26,12000,Sairé,saire,11213,pequeno_10k_50k,
2612109,PE,Nordeste,26,12109,Salgadinho,salgadinho,5478,muito_pequeno_ate_10k,
2612208,PE,Nordeste,26,12208,Salgueiro,salgueiro,65946,medio_50k_100k,
2612307,PE,Nordeste,26,12307,Saloá,saloa,14125,pequeno_10k_50k,
2612406,PE,Nordeste,26,12406,Sanharó,sanharo,18812,pequeno_10k_50k,
2612455,PE,Nordeste,26,12455,Santa Cruz,santa cruz,14342,pequeno_10k_50k,
2612471,PE,Nordeste,26,12471,Santa Cruz da Baixa Verde,santa cruz da baixa verde,11934,pequeno_10k_50k,
2612505,PE,Nordeste,26,12505,Santa Cruz do Capibaribe,santa cruz do capibaribe,104854,grande_acima_100k,
2612554,PE,Nordeste,26,12554,Santa Filomena,santa filomena,12360,pequeno_10k_50k,
2612604,PE,Nordeste,26,12604,Santa Maria da Boa Vista,santa maria da boa vista,42782,pequeno_10k_50k,
2612703,PE,Nordeste,26,12703,Santa Maria do Cambucá,santa maria do cambuca,14586,pequeno_10k_50k,
2612802,PE,Nordeste,26,12802,Santa Terezinha,santa terezinha,10487,pequeno_10k_50k,
2612901,PE,Nordeste,26,12901,São Benedito do Sul,sao benedito do sul,13456,pequeno_10k_50k,
2613008,PE,Nordeste,26,13008,São Bento do Una,sao bento do una,51165,medio_50k_100k,
2613107,PE,Nordeste,26,13107,São Caitano,sao caitano,39243,pequeno_10k_50k,
